text_content_anonymous,preconceito
"Boa tarde, complexo de vira lata, acho a minha pátria e o Brasil, portanto, boa ou ruim é o meu lugar, puxar saco de americano não vai resolver nada, precisamos corrigir nossos defeitos , e parar de achar que o Brasil só tem coisa ruim, ou vcs acham que na América não te favela, não tem fome, não tem corrupção, claro que tem, só não fazem propaganda da desgraca igual nos",0
Aaaffffff. É porque querem complicar mesmo a gente. Mais Deus é mais sempre :clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::oncoming_fist::oncoming_fist::handshake::handshake::folded_hands::folded_hands::folded_hands:,0
"O país é laico  . Lula não vive com o nome Deus usando na boca. Como vejo certo candidato fala o nome Deus , mas , rouba , mente , debocha de quem morreu pela COVID ( sem empatia cristã ) , tem várias mulheres e divórcios , onde o cristianismo proibi o divórcio . E tanta merda ...  E ainda adora imagem que minha vó diz que quem adora imagem tá adorando o satanás .",0
"Isso é sério, más Deus tá com agente, e eles não vão tomar o poder não :folded_hands:",0
Até a justiça eleitoral tem a cor preferida :Brazil::Brazil:,0
"Não somos coveiro mas, hj faremos o enterro do Bozo.:coffin:

Velório aberto ás 17hs.",1
"*:sparkle::mobile_phone_with_arrow:Compro celular danificado com tela quebrada ou queimada:mobile_phone:*com* boas procedencia
:cross_mark::cross_mark::cross_mark::cross_mark::cross_mark::cross_mark::cross_mark::cross_mark:
 Que esteja com placa mãe funcionando:check_mark_button: 
*Motorola*
Motog 2 , 3 , 4 , 5 , 6
Moto e 1, 2, 4 
Moto x 1,2 
Moto z
Moto x play
*Azus*
Zefone 1,2,3,4,Go
*LG*
K4, k8, k10
L70,L90, G6, G7
*SAMSUNG *
J5, J7 NORMAL DOURADO, METAL
J2 PRIME,J5 PRIME, J7 PRIME,
J5 pro. J7 pro 
A01 a10 a20 a30 etc
M10 m20 a70 a31 
*XIAOME E IPHONE*
GRAM PRIME, GRAM DUOS
:cross_mark::cross_mark::cross_mark::cross_mark::cross_mark::cross_mark::cross_mark::cross_mark:
:sparkle:Preço acessivo, sem preços abusivos :sparkle:
*Se você tem é quer desfazer  chama no pv*",0
"Estou em uma churrascaria e vendo uns filhos da puta do mst aqui com boné de lula, chega dar nojo",1
DILMA ATRAPALHANDO A VOTAÇÃO :backhand_index_pointing_up::backhand_index_pointing_up::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:TÁ ATÉ AGORA PROCURANDO O MOUSE PRA CLICAR :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:SAI DAI BURRA  DO CARALHO,1
"O mais importante será nossa vitória meus irmão patriotas .
Deus a frente sempre",0
"Ele não pode nada,quem pode tudo é o nosso Deus, vamos confiar em Deus",0
"Vamos orar , Deus fará maravilhas no meio do povo , se Deus eh por nós quem será contra nós :raising_hands:",0
"O presidente se reelegendo, vai criar condições para a direita ficar pelo l seis mandatos cuidando do país:Brazil:",0
O sangue de Jesus tem poder e ele vai defender seus filhos dessa besta fera.,0
Ei de ver Bonner falar que Bolsonaro está reeleito! Em nome de Jesus!!! :folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone:,0
Países mais fortes porque a esquerda corrupta esteve por mais de  três décadas no poder e sucateou as FFAA.:rat::rat::rat:,0
Jesus q ansiedade minha neta de 8 anos tá num nervoso. :woman_facepalming:,0
Com todo respeito cidadão.  Chamar alguém de mentiroso é meio ovo. Olha direito.  Site do TSE,0
Devia ter mandado uma bomba ao invés de água praquele povo.,0
"Deus da o livre arbítrio, temos o bem e o mal temos que saber escolher",0
Final dos trabalhos contribuindo com a justiça eleitoral. Trabalhei com uma equipe maravilhosa. Obrigado meu Deus.,0
"Tem gente aqui no Estado do Espírito Santo, que vota no presidiário Luladrão.",1
"Essa diferença vai aumentar,  se Deus quiser vai ser primeiro turno :folded_hands:",0
"Infelizmente ela será um nome forte no futuro. E o trabalho dela na CPI foi omisso, tendencioso e de esquerda. Mostra um caráter ao meu ver mais do mal do que do bem.",0
"Gente quem estiver em sua residência sobre seu joelho e ore pelo nosso Brasil e pelo nosso presidente. Mancumbeiros de toda parte fazendo rituais para destruir o nosso presidente... Vamos entrar na guerra tbm, o nosso Deus é o nosso general de guerra... :folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",0
Bolsonaro é mesmo o instrumento de Deus por isso o altíssimo deu a Vitória para o nosso presidente,0
"*CONVOCAÇÃO DO GENERAL AUGUSTO HELENO* 

*PATRIOTAS DO BRASIL:Brazil::Brazil::Brazil:*

*Convoco todos os patriotas do Brasil a comparecer novamente na sua zona eleitoral  depois das 16 horas e permanecer dentro das dependências do local em que você votou até as 17 horas, pois é quando é colado o boletim da urna na porta da seção, então tire foto do  BOLETIM de URNA = BU*

O Boletim de urna é o documento emitido em cada seção eleitoral com o resumo da votação daquela seção, é como um extrato de todos os votos.

Naturalmente se vc quiser pode tirar a foto do BU na porta  das demais seções do lugar onde você votou.

*Com essas fotos vamos ter documentado toda a votação no Brasil e vamos impedir fraude nas eleições de 2022.*

*Divulguem essa mensagem é importante!*

*O BRASIL É NOSSO!*

*Boa votação a todos os homens e mulheres de bem desse país!*

*BRASIL ACIMA DE TUDO. DEUS ACIMA DE TODOS!!!*",0
Vai ser no primeiro minha querida em nome de Jesus :folded_hands:,0
"4. Bem-aventurado aquele a quem tu escolhes, e fazes chegar a ti, para habitar em teus átrios! Nós seremos satisfeitos com a bondade da tua casa, do teu santo templo.
5. Com prodígios nos respondes em justiça, ó Deus da nossa salvação, a esperança de todas as extremidades da terra, e do mais remoto mar;
6. tu que pela tua força consolidas os montes, cingido de poder;
(Salmos, 65)",0
":thinking_face: Jesus Disse: a minha Paz vos dou, não vo-la dou, como o mundo a dá., não se turbe o vosso coração,nem  se atremorise:backhand_index_pointing_right_medium_skin_tone:João.14.27",0
Qualquer resultado: Deus e Deus dessa nação e temos fé e quem tem fé tem esperança a nossa esperança está no Senhor,0
"Você que tem que aceitar que os nordestinos não aprendem nunca a votar.
Respeite a opinião dos outros,eu sou nordestina e posso falar o que quiser.",1
Ninguém está desrespeitando o nordeste. Só estamos constando que é sempre no nordeste que o Luladrão ganha disparado. O que acontece com o nordestino que ainda não aprendeu a votar? :face_with_rolling_eyes:,1
Eu fiz uma promessa com Deus se Bolsonaro ganhar nunca mais eu provo em bebida alcoólica menos o vinho da semana santa,0
"Sera que vai ter a tal ""falha apagão"" na sala ""secreta"" nos percentuais decisivos? OLHO VIVO, A ESQUERDA ESTÁ DESESPERADA",0
Gente!! Está claro que fraudaram as eleições. Não acredito no percentual do Lula. Estão forçando um segundo turno,0
Às vezes precisa acontecer algo assim para o espírito da indignação do Senhor encher nossos corações e irmos às ruas protestar e assim esse STF ser definitivamente ser limpo,0
"Aí esse Lula e quem votou no vão tudo para os quinto dos infernos

Quem vota num vagabundo de um ladrão velho desse cabeça branca não tem cérebro não é de outro planeta.",1
"Tá chegando a hora de Deus nos libertar dessa praga.
Só trouxe desgraça para o Brasil.
Ainda tem jente da mesma laia q vota num cão desse",0
Esse ai se ficasse ia acabar com a nação brasileira menos os babão dele,0
"É a luta do bem contra o mal, mais do que Deus ninguém :folded_hands_light_skin_tone::raising_hands_light_skin_tone:",0
"Em boa parte existem pessoas mais leigas, o que é uma lástima. Mas infelizmente muitos ainda não enxergam que o PT só usa boa parte como massa de manobra, mas aqui ainda tem muita gente que deseja expurgar esse mal daqui. Obs, parem de chingar os nordestinos, outra coisa, sou do extremo Sul da Bahia e aqui a maioria são Bolsonarista. Grata!",0
"QUANDO O TSE FICA FAZENDO PAUSA E NÃO  ATUALIZA PODE ESPERAR A FRAUDE.
O LULADRÃO SOBE AOS POUQUINHOS E O BOLSONARO CAI AOS POUQUINHOS PARA NÃO GERAR DESCONFIANÇA",1
Gente é apenas minha opinião porque se dá uma opinião mais severa você pode até ser preso eu tenho certeza que bolsonaro ganha isso aí no primeiro turno se não for me desculpa falar cara foi muito lindo de ver hoje em todos os estados tinha negro xingando o presidente do congresso Rodrigo Pacheco eu vi nego xingando aonde Sayonara foi votar eu vi as pessoas chamando aquela tal de taba tabaca sei lá que ele é xingando ela,0
"Com meu marido ainda tava a digital coletada sem ele coletar, falaram que o TSE pegou nos bancos de dados dele, eu achei estranho",0
"Calma gente, a ideologia dominante é de quem domina e quem domina o mundo infelizmente é a esquerda",0
Vc e um q não tem coração pra ninguém quanto mais pra Deus,0
"Deuses tem poder 
Essa besta fera vai pro lugar dele.
O INFERNO",0
A esquerda foi exterminada nessas eleições... se se confirmar essa realidade atual nos próximos 4 anos até trem bala vai se construir no Brasil GLÓRIA A DEUS,0
"1° Turno contra a Globo, contra todos os jornais, contra o Chandão, contra todos dos STF, contra todas as pesquisas malignas, contra a esquerda do mal....... O cara é Mito mesmo e único. O cara é foda. Fico emocionado em prantos se isto acontecer :folded_hands:.",0
Graças a Deus Amazonas se libertou da esquerda e Menezes 222 chegando no senado,0
No senado tbm só dá a direita,0
"Olha o golpe da esquerda aparecendo. A tendência era Bolsonaro aumentar a diferença, não diminuir.",0
"Povo q não tem noção do que é um Satanás, disfarçado de gente e cachaceiro!!:thumbs_down_dark_skin_tone::thumbs_down_dark_skin_tone::thumbs_down_dark_skin_tone::face_vomiting::face_vomiting::face_vomiting::confounded_face::confounded_face::face_with_steam_from_nose::face_with_steam_from_nose::face_with_steam_from_nose::face_with_steam_from_nose:",1
"Não, Na minha sessão eram bolsonaristas além das camisas estavam com adesivo do mito e muitas com frase do mito, igual a que eu tava. Deus, pátria e família",0
"Com certeza tem erro grave e rackearam as urnas :ballot_box_with_ballot::enraged_face::enraged_face:
O Luladrão não tem esses votos",1
Por volta de 7:30 /8 ... ouviremos Bonner declarando que nosso Bozo foi reeleito...:face_with_tears_of_joy::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone:,0
"Só acho que o cachaceiro foi bem votado. Meu Deus, o Brasil não é para amadores.",1
"*A vitória é do povo brasileiro! Parabéns povo cristão, parabéns patriotas, parabéns homens e mulheres de bem. Deus abençoe o povo brasileiro, que disse não a tidas as coisas ruins do PT e dessa esquerda destrutiva.* :Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:      :keycap_2::keycap_2: no coração!",0
"Ganha sim cara, lembra que em 2018 só tinha esquerdista concorrendo, era Meirelles, Alckmin e Bolsonaro ganhou",0
"Calma gente até foram apuradas apenas 20% das URNAS, AINDA FALTA MUITO MUITO. PATRIOTAS O PT É UM PARTIDO GRANDE E TÊM MILITÂNCIA, ELA AINDA É FORTE E TÊM MUITA FORÇA. NÓS SOMOS APENAS UM MOVIMENTO DA DIREITA CONSERVADORA, NÓS NÃO TÊMOS PARTIDO PRA ORIENTAR, CENTRALIZAR E ORGANIZAR OS PATRIOTAS PARA UMA DISPUTA ELEITORAL GRANDE COMO ESSA. NÓS ESTAMOS UNIDOS PELO PATRIOTISMO E POR UM SENTIMENTO DE REVOLTA POR TUDO TUDO QUE ACONTECEU NO BRASIL NO GOVERNO PT AO LONGO DOS ANOS.",0
"Vamos ter que Fazer um trabalho Forte no Segundo turno. 


Cada um Pegar 5 petista e conversar , explicar ...

Meu Deus!",0
"Não pode ter segundo turno, se não a esquerdalha vai se unir em troca de cargos",1
"Até agora com a graça de Deus, 48% das urnas apuradas no AM estamos tirando do Senado Federal, o gangster, Picareta e traira Omar Aziz,  que presidiu o Circo da CPI do Covid e colocando em Seu lugar, o Coronel Menezes.

Essa é a resposta da Direita, dos Conservadores, dos Patriotas para os sabotadores do Brasil, falta dar troco em Renan Calheiros e Randolfe Rodrigues",0
Nosso povo é um povo sofrido e não totalmente alfabetizado se leva fácil pelas propostas da esquerda,0
Como pode o povo nordestino ficar preso nesse desgraçado do lula,1
Mas infelizmente a esquerda se entalhou de um jeito em nosso povo que levará alguns anos para isso mudar,0
Pois é concordo... mais vou falar aqui viamos muita gente nas ruas... sei não... muito estranho...,0
"4 DEPUTADOS FEDERAIS  MAIS VOTADOS PARANÁ
DELTON
FELIPE BARROS
GLEICE
BETO PRETO 
2 PETISTAS",0
"Muito estranho mesmo, porque todos que votam no Zema votam no Bolsonaro",0
"Está estranho ... Lentamente o Bolsonaro está diminuindo e o Lula Ladrão aumentando ..

Ainda tem pessoas votando .. 

Se o horário e até às 17 porque tem gente votando agora as 19:30 .. 

Está estranho .. 

O TSE aponta que Lula Ladrão ganha em todos os estados do Nordeste onde ele tambem não podia andar nas ruas ..

Está estranho isso ..",1
"Graças a Deus, não represento o Nordeste. Moro aqui, mas não represento.",0
"Os inimigos estão neste momento provocando os planos  espirituais, com as forças do mal, para destruírem a nossa Nação. Deus abençoe o Brasil! #BrasilAcimadeTudoDeusAcimadeTodos",0
"Nem todo nordestino são petistas não, sou mineiro casado com nordestino que é Bolsonarista roxo. Vamos com menos xenofobia pois somos mais do que isso, amo o nordeste e aos nordestinos aqui presente o meu respeito.:smiling_face_with_smiling_eyes:",0
O nordeste está atrasado como sempre. Lembra da eleição do Aécio que estava na frente e acabou perdendo por causa do atraso do nordeste,1
POR QUE O NORDESTE ESTÁ TÃO ATRASADO ??? JÁ VI ESSE FILME ANTES…,1
Mas o nosso Deus tem tanto poder mas tanto poder que eu confio nas nossas orações e nesta Naçaõ que eu tenho certeza que Deus dará um avivamento!!,0
Com certeza as urnas do Nordeste foram fraudadas...não é possivel meu Deus:enraged_face::enraged_face:,0
Acho que esse ano vamos decretar o fim da esquerda em nosso estado :partying_face::partying_face::partying_face::partying_face::partying_face: GLORIA A DEUS,0
"São Paulo rio de janeiro Santa Catarina rio grande do sul espírito santo, Brasília os estados maiores o Bolsonaro tá na frente.",0
"Bozo vacilou 
Nao acompanhou a fiscalizacao serrada das urnas 

O SISTEMA FEZ A MANIPULAÇÃO PROGRAMOU ELA PARA  QUE O SISTEMA VENCESSE

EU PENSO QUE ELES LEVARAO PARA O 2° TURNO PARA NAO FICAR TAO ESCANCARADO A FRAUDE

NO SEGUNDO TURNO O SISTEMA FECHARA O NOSSO CAIXAO.

SINTO MUITO EM DIZER

O SISTEMA VAI TIRAR BOZO DO PODER CUSTE O QUE CUSTAR

ELES VIERAM PRA ISSO BOZO FOI INOCENTE

EU ESPERO QUE EU ESTEJA ERRADO,

QUERO MUITO VER O PT SER DESTRUÍDO,
E 9 DEDOS TAMBEM

MAS ELES SAO UM SISTEMA DE MAIS DE 30 ANOS 

ELES TEM MAIS VONTADE DE VOLTAR AO PODER DO QUE BOZO VENCER

NA MINHA HUMILDE OPINIAO FALTOU BOZO BOTAR QUENTE NA FISCALIZAÇAO DE URNAS",0
"O TSE NÃO  CONTABILIZA POR UM CERTO TEMPO , AFIM DE TRANSFERIR VOTOS DO BOLSONARO PARA O LULADRÃO  ATRASA A ATUALIZAÇÃO E VAI FAZENDO LULADRÃO SUBIR AOS POUQUINHOS PARA NÃO GERAR DESCONFIANÇA.",1
O nordestino votou no LuLadrão em peso. Lamentávelmente eles não aprendem.,1
"Eu Sou Baiana e voto no 22, eu e minha família:Brazil:",0
Esse careca maldito está fazendo de tudo pra botar o ladrão na frente mais meu Deus é muito maior que ele,0
"Ele confiou nas forças armadas..... Bolsonaro é muito direito e passivo, gosta de usar a linha certa. Por isso deitam e rolam nele",0
Pessoal nossa problema é no Nordeste o Lula roubou o dinheiro para fazer transposição do dia são Francisco é ainda voltam no lula meu Deus,1
"Não vai ser preciso se Deus quiser nosso presidente não irá sair do poder, vamos confiar",0
"Não entendo como um ladrao consegue ganhar tantos votos,  Novamente o povo escolhe o ladrao!!! e deixa Jesus na saudade!!! A História se repete!!:enraged_face::enraged_face::enraged_face::enraged_face:",1
